User_ID,Product_ID,Category,Price,Wishlist_Count,Return_History,Days_to_Return,Product_Rating,Return_Status
2369,P948,Home,878,27,1,3,2.9,1
8104,P532,Home,4289,12,0,28,3.6,1
9242,P563,Home,2846,11,0,8,4.1,1
6310,P870,Electronics,1263,47,0,29,3.5,1
7698,P779,Fashion,3022,41,1,4,2.0,1
8716,P425,Sports,1994,27,1,19,2.3,1
8548,P976,Fashion,2567,40,0,8,3.3,1
7634,P874,Sports,1474,14,1,12,3.7,0
4473,P200,Fashion,682,0,0,24,2.3,1
4559,P629,Sports,4394,47,1,18,4.4,0
4777,P699,Home,3944,32,0,16,4.9,0
9216,P455,Fashion,1016,47,1,25,1.6,1
8855,P188,Electronics,4042,6,0,16,3.5,0
7509,P921,Sports,4811,31,0,26,4.0,0
1657,P246,Sports,4034,42,0,-1,4.9,1
7176,P674,Home,3182,22,1,28,3.4,1
8214,P335,Fashion,118,40,0,18,2.0,0
2744,P629,Fashion,1139,41,0,29,3.9,1
3590,P139,Fashion,1692,17,0,12,4.0,0
2464,P689,Fashion,3932,22,0,16,2.8,0
5683,P485,Sports,746,0,1,5,1.7,1
1871,P816,Fashion,2807,45,0,7,4.7,0
7246,P678,Home,805,13,0,-1,4.0,1
9590,P492,Sports,4595,33,0,10,1.5,1
6552,P592,Electronics,3477,39,0,6,1.3,0
9966,P248,Beauty,4947,28,0,21,3.4,1
2373,P206,Sports,2207,18,1,24,2.6,0
2078,P768,Home,1102,3,1,21,1.1,1
2006,P123,Fashion,1112,15,0,10,1.6,0
3942,P393,Sports,798,25,1,29,1.1,0
4275,P364,Fashion,1289,1,1,18,3.4,0
1184,P259,Electronics,4786,19,0,1,2.9,0
1443,P978,Home,1576,6,0,29,5.0,1
8397,P256,Electronics,2090,47,1,19,1.3,0
7483,P543,Electronics,2795,47,1,27,4.2,0
3472,P113,Sports,739,12,1,21,1.7,0
3176,P440,Fashion,3343,32,0,6,2.9,0
5851,P235,Electronics,2900,17,1,8,3.7,1
8615,P707,Electronics,4184,35,0,17,3.3,1
4478,P894,Fashion,3801,4,1,4,3.4,0
3078,P852,Sports,2262,37,0,14,2.6,0
6093,P921,Sports,950,35,1,4,2.2,1
9594,P610,Electronics,150,47,0,19,3.8,1
4653,P540,Beauty,2734,0,1,0,2.5,1
7205,P578,Beauty,715,9,1,1,1.9,1
4203,P845,Electronics,2428,11,0,29,1.3,1
8526,P332,Electronics,2497,11,1,11,4.9,1
2958,P843,Home,1607,11,1,1,3.5,1
4230,P683,Fashion,3554,20,1,27,1.7,1
1753,P822,Home,3299,14,1,15,2.9,1
5060,P655,Beauty,4875,20,0,21,3.1,1
3310,P151,Electronics,4730,26,1,4,3.4,0
5062,P208,Fashion,916,35,1,18,2.2,1
4191,P905,Sports,2845,32,1,6,3.1,0
9138,P691,Home,4194,17,1,3,2.1,1
6118,P524,Sports,4690,46,1,10,4.9,0
5595,P990,Electronics,1538,48,1,5,2.2,1
9843,P807,Beauty,4659,42,0,8,4.4,1
8330,P265,Sports,1263,4,0,7,3.6,0
4272,P922,Beauty,1696,36,1,0,1.9,1
9006,P907,Electronics,414,47,1,26,4.9,1
6100,P398,Electronics,1358,27,1,2,4.4,0
1765,P573,Fashion,721,1,1,2,3.8,1
7798,P114,Fashion,2511,46,1,16,2.0,1
5178,P326,Beauty,3575,10,1,2,1.1,1
9640,P910,Home,2740,30,0,26,4.9,0
2294,P888,Home,2218,31,0,8,4.9,1
4452,P977,Beauty,1067,36,1,1,1.3,0
2720,P666,Fashion,280,48,1,8,1.6,1
5812,P455,Beauty,1299,22,0,18,4.5,1
9897,P842,Fashion,2220,27,1,20,2.3,1
4945,P204,Fashion,145,13,0,6,2.5,1
8062,P674,Electronics,118,34,1,18,2.7,1
6929,P493,Fashion,1387,25,0,27,2.6,1
2947,P845,Sports,816,38,1,10,3.7,1
5125,P838,Home,3807,46,0,29,3.5,1
4451,P927,Fashion,312,6,1,4,4.8,1
6334,P402,Electronics,4618,11,0,12,4.8,0
3172,P355,Home,1205,21,1,19,1.9,1
2154,P806,Beauty,2752,25,1,27,2.2,1
1568,P216,Electronics,3956,26,1,6,4.7,0
6446,P129,Beauty,4332,49,0,26,2.1,1
3242,P703,Fashion,4372,1,0,-1,1.6,1
4509,P644,Home,4707,19,1,26,3.1,0
7879,P315,Electronics,3282,9,1,7,1.6,1
5287,P565,Sports,4796,20,1,22,4.7,0
2188,P494,Sports,3446,36,1,20,4.6,1
6114,P132,Fashion,4002,44,1,-1,2.5,1
4000,P477,Sports,4302,2,1,20,2.4,0
1712,P248,Sports,1851,10,1,5,4.5,1
2893,P833,Home,2017,35,1,28,3.6,1
3373,P959,Fashion,1732,47,1,1,3.1,1
4973,P475,Fashion,3777,35,1,10,4.4,1
9541,P877,Beauty,1475,4,0,15,1.4,1
6375,P496,Sports,4899,28,1,12,3.5,0
6512,P890,Electronics,4499,18,1,27,2.3,1
7226,P321,Beauty,4502,16,1,3,2.9,1
9294,P926,Beauty,2476,40,0,29,1.0,0
2992,P141,Home,1318,28,1,5,4.9,0
6544,P316,Beauty,946,45,1,4,3.5,1
8808,P453,Beauty,4337,22,1,7,4.9,0
8311,P773,Electronics,3503,48,0,0,1.2,1
2529,P405,Electronics,2248,4,1,12,4.2,1
6817,P225,Sports,3085,5,1,20,2.6,0
4138,P535,Beauty,715,9,0,2,1.0,0
7042,P598,Beauty,3069,8,1,20,2.6,0
6204,P963,Beauty,2688,13,1,24,4.9,1
7646,P630,Electronics,3634,26,0,8,4.2,1
8743,P932,Home,225,44,0,11,4.1,0
6747,P426,Beauty,3292,46,1,21,4.9,0
1950,P920,Fashion,956,49,0,1,2.7,1
1048,P258,Fashion,592,47,1,15,4.3,0
8477,P192,Beauty,2251,22,0,12,3.0,0
1286,P978,Beauty,2258,34,0,3,2.8,0
7730,P599,Electronics,3761,29,0,13,1.8,1
2924,P403,Home,2002,7,1,0,4.9,0
5578,P685,Fashion,2762,23,0,8,1.5,0
3234,P230,Home,3701,21,1,20,2.5,1
3705,P577,Home,1829,6,0,18,3.5,1
3675,P221,Fashion,543,10,0,3,1.3,1
4066,P202,Fashion,3181,16,0,17,3.3,1
6044,P843,Fashion,3845,40,0,9,2.3,0
4980,P956,Beauty,2141,43,1,4,3.5,1
9402,P559,Home,1536,6,0,22,4.0,1
5214,P432,Fashion,419,26,0,6,2.7,1
6034,P896,Fashion,619,44,0,23,2.3,1
9057,P883,Home,1444,24,1,1,3.4,0
4610,P328,Sports,2998,2,0,22,2.1,0
4575,P110,Sports,3841,23,1,22,1.6,0
1997,P235,Home,559,17,1,23,2.9,1
3528,P614,Beauty,2138,12,1,-1,3.1,0
9404,P456,Sports,4741,12,1,7,3.7,0
4296,P313,Fashion,2121,6,0,18,3.7,0
2048,P726,Beauty,4047,46,1,28,1.7,1
1426,P821,Fashion,2230,12,0,16,1.5,1
1411,P101,Home,3246,16,1,1,2.5,1
5477,P525,Home,2776,30,1,1,3.0,1
2811,P447,Sports,4556,34,1,9,2.9,1
8689,P925,Sports,2137,20,1,21,2.5,1
2803,P996,Sports,3155,26,0,16,3.7,0
5841,P460,Fashion,980,18,0,5,3.7,1
2746,P808,Beauty,2560,47,1,21,4.2,0
3055,P355,Electronics,690,49,0,12,3.4,0
5675,P413,Electronics,1033,7,0,11,3.6,0
3948,P459,Home,3560,39,0,15,4.0,0
4107,P344,Fashion,2416,1,0,9,2.7,0
5759,P827,Fashion,3013,10,1,24,2.7,1
2893,P197,Beauty,100,16,0,22,3.9,1
9268,P339,Sports,3918,24,0,18,3.5,0
2024,P687,Sports,2371,21,0,1,2.4,1
6538,P974,Home,3859,17,0,1,1.4,0
5400,P382,Electronics,3948,40,0,29,4.9,1
7466,P500,Beauty,1474,13,1,18,4.4,0
7252,P460,Beauty,4957,42,1,0,1.5,0
6976,P104,Electronics,2988,33,1,9,2.9,1
7000,P196,Beauty,1772,5,0,1,1.7,0
9868,P194,Beauty,953,17,0,21,1.3,0
1899,P342,Fashion,3850,29,0,7,4.7,0
1344,P477,Beauty,1523,5,0,24,1.5,1
9869,P747,Sports,846,6,1,19,4.3,0
7230,P665,Fashion,1215,48,0,7,4.1,0
4781,P121,Fashion,131,24,0,0,4.8,0
5116,P877,Home,3374,37,1,7,2.9,0
9376,P281,Home,3202,47,1,14,3.8,1
1137,P580,Sports,3085,17,1,10,1.8,1
3268,P183,Home,1623,17,0,17,2.2,1
4322,P280,Beauty,4681,13,0,2,1.8,0
2350,P818,Electronics,3075,19,1,13,5.0,1
5568,P950,Beauty,1166,6,0,7,3.2,1
4244,P644,Home,1100,32,1,9,2.9,1
6680,P835,Beauty,1294,20,0,26,3.1,1
8476,P321,Beauty,785,31,0,25,2.8,0
9380,P250,Sports,4518,19,1,18,4.9,1
5676,P226,Electronics,1065,37,1,14,2.5,1
2307,P388,Sports,3023,5,0,26,3.0,1
3738,P627,Fashion,891,22,0,7,2.8,0
5991,P226,Home,1975,12,0,10,3.0,0
3896,P669,Beauty,4431,6,1,12,3.0,1
2246,P274,Beauty,1767,22,1,26,4.9,0
7871,P421,Beauty,120,28,1,8,5.0,0
3376,P569,Fashion,1774,14,1,2,4.8,1
3017,P507,Beauty,4546,47,0,14,4.5,0
5793,P910,Fashion,4097,20,0,25,4.7,1
5770,P870,Sports,4640,40,0,21,1.4,1
5812,P652,Fashion,2161,14,1,9,4.0,0
5218,P206,Sports,1848,10,1,9,5.0,1
8562,P882,Fashion,2855,48,1,18,3.1,0
3958,P696,Home,637,23,0,3,4.2,1
1720,P992,Fashion,922,15,0,1,3.8,1
7033,P752,Home,608,27,1,4,2.8,0
9525,P582,Sports,4845,3,1,27,5.0,0
2290,P592,Electronics,2619,48,0,14,4.8,1
2139,P327,Sports,580,35,1,17,2.5,1
3048,P234,Electronics,4975,9,0,26,4.4,1
4255,P488,Electronics,415,48,0,12,4.2,0
8170,P326,Fashion,1313,19,1,2,4.8,1
8850,P519,Fashion,2784,18,1,0,1.2,0
8518,P899,Fashion,4930,42,0,19,3.3,1
1831,P901,Fashion,4194,0,0,4,2.2,0
6098,P159,Electronics,3930,24,0,25,4.1,1
9676,P835,Home,1759,27,0,6,4.0,0
3860,P586,Sports,2090,29,0,12,3.9,0
4597,P322,Sports,3345,7,0,28,3.9,1
2529,P142,Electronics,3224,44,1,19,2.6,1
3300,P931,Home,3781,44,1,10,2.3,0
4286,P265,Sports,1366,19,0,12,2.5,0
5521,P632,Sports,2186,8,1,0,1.7,1
3235,P747,Sports,2899,10,1,4,4.9,1
3278,P127,Home,3430,32,0,11,1.8,0
5426,P971,Electronics,3016,4,1,25,2.3,0
1773,P719,Electronics,804,18,1,29,1.5,1
6350,P208,Beauty,741,27,0,8,2.7,1
5638,P823,Electronics,1565,30,0,6,4.5,1
3772,P213,Fashion,1858,43,1,3,1.7,1
5134,P993,Home,2696,26,0,14,2.4,1
5048,P251,Electronics,2508,3,1,16,2.8,1
5382,P314,Sports,2439,38,0,29,3.7,0
7444,P246,Sports,2999,48,1,26,3.4,1
1926,P906,Sports,479,21,1,28,2.5,0
1925,P458,Electronics,473,24,1,3,3.7,1
5662,P268,Home,1158,18,1,23,3.2,0
8128,P536,Electronics,2120,29,0,0,3.4,1
8554,P861,Beauty,196,44,0,15,4.3,1
8957,P645,Sports,704,38,1,20,1.9,0
3019,P152,Home,3693,4,0,9,3.7,1
8374,P914,Fashion,1615,7,1,22,1.9,0
1962,P615,Home,2514,6,1,3,3.5,0
4291,P527,Sports,2542,30,1,3,2.1,0
6633,P785,Beauty,3938,19,1,29,5.0,1
1112,P774,Sports,332,1,0,25,2.0,1
9100,P756,Home,4634,45,0,21,2.9,0
5098,P492,Home,468,11,1,21,1.3,0
2534,P726,Beauty,4323,38,0,6,5.0,1
5860,P348,Beauty,4634,32,0,22,4.7,0
4097,P441,Electronics,922,21,0,12,3.8,0
6526,P828,Electronics,3670,41,0,3,2.2,1
6659,P532,Fashion,4845,24,1,26,3.2,1
2973,P795,Electronics,760,24,1,7,3.5,0
7457,P303,Fashion,363,41,0,26,2.1,0
7519,P489,Electronics,1437,14,0,-1,1.1,0
5511,P641,Beauty,2995,17,0,26,1.0,1
5472,P483,Sports,3332,31,0,1,1.5,1
3424,P978,Beauty,4724,23,0,10,4.8,1
7365,P546,Fashion,4817,12,1,11,4.5,1
5086,P368,Sports,2751,35,0,0,4.3,1
4284,P701,Fashion,1422,40,0,16,2.8,1
8732,P982,Sports,1151,26,1,27,3.1,1
4369,P489,Electronics,630,14,1,5,3.7,0
6872,P598,Beauty,2841,4,1,17,2.7,0
2437,P404,Fashion,4023,11,0,25,4.8,1
3872,P314,Electronics,1408,40,0,17,1.8,0
8552,P391,Home,4494,37,1,0,1.8,0
9665,P486,Electronics,2813,23,0,-1,2.3,0
1009,P190,Beauty,172,13,0,26,3.7,0
2237,P540,Home,4474,34,1,9,3.0,0
2905,P964,Electronics,436,17,1,10,3.9,1
4348,P706,Beauty,2283,19,1,-1,1.9,0
3262,P725,Fashion,1577,35,1,0,1.1,1
6381,P701,Electronics,4460,10,0,22,4.6,1
3748,P981,Fashion,4260,5,1,0,4.7,1
7397,P213,Fashion,3534,2,0,17,4.5,0
2562,P312,Home,2506,3,0,1,1.2,1
6695,P310,Home,2469,45,1,20,3.9,1
5338,P619,Fashion,508,22,0,15,2.5,0
2033,P885,Fashion,4324,42,1,23,1.2,1
2099,P544,Sports,3009,24,1,0,2.7,0
9361,P675,Electronics,277,48,1,10,2.1,0
9987,P858,Beauty,1006,30,0,17,4.9,0
6842,P895,Electronics,2601,3,1,5,1.5,0
9260,P919,Fashion,4766,24,1,20,1.4,1
6758,P617,Home,1036,45,0,14,3.6,1
1220,P732,Home,2057,7,1,13,1.9,0
5692,P648,Sports,1083,4,1,2,4.4,1
7900,P583,Fashion,1697,20,1,3,4.2,0
8239,P728,Beauty,2670,4,1,26,3.7,0
6132,P792,Sports,3282,44,0,12,3.7,0
1739,P757,Beauty,4472,15,0,16,3.0,0
2217,P686,Home,3306,6,0,20,4.3,1
3536,P831,Beauty,1086,34,0,17,1.7,0
2838,P624,Home,1352,38,0,22,2.9,0
7595,P243,Beauty,4489,16,0,25,3.3,1
8755,P898,Sports,431,9,0,0,3.8,0
3139,P667,Home,1419,15,1,11,3.2,1
7026,P516,Sports,1472,33,0,12,1.6,1
4561,P732,Electronics,2088,21,0,0,4.8,0
9951,P475,Beauty,792,42,1,8,4.0,1
1123,P584,Sports,3168,35,1,8,1.0,0
2012,P950,Beauty,1343,25,1,22,2.4,0
1235,P537,Home,3458,43,0,8,4.8,0
5476,P670,Beauty,4229,48,0,24,1.7,1
3208,P666,Home,2003,42,1,6,1.4,1
9378,P689,Sports,1127,3,0,14,1.9,0
5172,P748,Beauty,4650,40,0,19,1.3,1
8484,P149,Electronics,1129,47,0,6,5.0,0
3420,P318,Sports,1759,16,0,14,1.7,0
9386,P918,Sports,3684,0,0,20,3.0,0
2623,P846,Beauty,528,20,0,29,3.2,1
1665,P871,Beauty,4950,4,1,24,1.6,0
1109,P250,Fashion,2139,21,0,28,3.9,1
8411,P506,Electronics,4764,17,0,17,2.3,0
2050,P758,Sports,3992,35,0,15,4.4,0
8781,P401,Home,4916,24,1,9,2.9,0
5019,P977,Home,791,25,1,22,3.0,0
4492,P978,Electronics,3018,15,0,23,4.4,0
5394,P569,Home,4093,0,1,16,2.7,1
2098,P345,Fashion,3367,11,0,0,2.1,0
9954,P108,Fashion,2622,40,0,20,3.6,1
9092,P463,Beauty,1796,49,0,14,1.9,0
2206,P115,Home,3749,47,1,-1,2.3,0
3176,P710,Electronics,3345,3,1,-1,4.5,0
5077,P645,Sports,3459,22,0,22,3.2,0
6747,P586,Electronics,4905,43,0,17,3.6,0
9770,P370,Beauty,2511,37,1,12,2.3,1
6332,P560,Sports,4843,33,0,18,3.1,0
6387,P800,Electronics,903,22,1,6,1.5,1
7521,P173,Fashion,1758,15,1,17,1.8,1
8231,P522,Home,3846,35,1,14,3.0,0
4680,P128,Beauty,1574,32,0,4,3.5,0
6603,P746,Fashion,3332,39,0,0,2.7,0
6046,P444,Electronics,4098,40,0,0,4.3,0
1780,P850,Home,1430,12,0,9,2.9,1
3585,P961,Sports,2690,1,0,-1,1.4,0
3774,P723,Beauty,3551,3,0,8,1.9,0
6310,P615,Home,2892,23,0,27,1.1,0
9103,P840,Electronics,1529,42,0,6,4.6,1
9106,P301,Beauty,3072,21,1,6,3.5,1
6374,P355,Fashion,3073,46,1,2,4.9,0
7390,P145,Home,1660,3,0,24,2.2,0
7674,P426,Home,1173,15,1,16,4.8,1
7755,P580,Home,376,27,0,28,1.1,0
6817,P903,Electronics,775,38,1,6,1.0,0
2723,P126,Beauty,3569,5,0,23,1.7,1
7318,P968,Sports,1560,41,0,1,3.1,0
1547,P319,Sports,2345,8,0,27,3.8,0
2315,P144,Electronics,4014,7,1,8,4.1,1
4826,P845,Beauty,4590,2,0,27,2.4,1
2551,P601,Electronics,212,0,0,20,1.8,1
5357,P179,Sports,1844,8,0,10,1.0,1
4908,P646,Home,741,31,0,6,4.3,1
6000,P486,Beauty,2154,46,1,29,2.4,1
9408,P760,Beauty,2421,16,1,25,3.5,1
5148,P618,Sports,4236,8,1,20,2.5,1
1108,P638,Fashion,1403,22,0,3,1.3,0
2171,P961,Home,4802,49,0,17,1.1,0
3231,P117,Home,3635,2,1,9,4.4,1
1099,P879,Home,2045,23,0,1,2.2,1
1399,P353,Sports,413,36,1,5,2.6,0
8571,P317,Beauty,3889,3,0,9,1.4,0
9834,P506,Electronics,4972,33,1,6,3.4,1
6832,P415,Beauty,1133,45,0,10,1.5,0
4411,P768,Fashion,4160,19,0,18,1.6,0
9369,P346,Home,156,14,0,9,4.9,1
7703,P752,Home,4439,10,1,16,2.2,0
2670,P305,Sports,1222,45,1,27,1.4,1
2745,P998,Fashion,2565,47,1,27,3.7,0
9828,P651,Home,1548,46,0,24,3.0,0
8490,P211,Beauty,3657,25,0,27,2.9,0
7683,P375,Fashion,3161,17,0,2,2.8,1
5069,P127,Fashion,2577,5,0,17,4.3,1
6895,P200,Home,2029,10,0,2,2.8,0
4709,P344,Fashion,587,38,0,27,3.1,1
1104,P426,Home,3562,22,0,26,3.5,1
9422,P548,Sports,4908,35,1,20,3.7,0
5051,P988,Home,3002,10,1,25,3.9,1
3986,P448,Fashion,2128,29,0,10,1.1,0
9384,P183,Fashion,2191,28,0,27,2.9,0
9682,P267,Fashion,578,21,0,8,1.4,0
9056,P127,Home,166,3,1,10,4.7,1
8746,P858,Fashion,826,41,0,14,4.9,0
6345,P724,Fashion,2258,45,0,16,2.9,1
8163,P136,Fashion,157,36,1,2,3.6,0
5939,P575,Beauty,2035,21,1,0,3.2,1
6465,P205,Beauty,3196,19,0,29,4.7,1
9730,P440,Electronics,2855,8,0,13,2.8,0
1488,P934,Beauty,843,43,0,23,2.3,1
4161,P362,Beauty,3544,11,0,22,3.1,0
4037,P196,Sports,1110,14,1,25,3.2,1
8223,P517,Sports,3989,24,1,1,3.7,1
7131,P736,Beauty,2365,17,0,6,2.8,1
3830,P870,Home,1795,38,1,29,1.1,0
5723,P252,Home,219,39,1,1,3.3,0
2929,P410,Beauty,3892,7,0,24,2.4,0
3342,P247,Fashion,2663,9,1,27,1.5,0
6201,P145,Home,3730,12,1,24,4.3,1
8557,P507,Electronics,4058,20,1,28,1.8,0
8264,P257,Home,2098,46,1,29,2.6,1
7543,P632,Sports,4336,10,1,1,3.2,0
6053,P269,Fashion,1166,37,1,24,3.8,0
7623,P314,Sports,346,33,1,2,1.2,0
5224,P526,Beauty,1589,31,1,5,3.4,0
2054,P942,Beauty,3931,12,0,-1,1.8,1
4835,P842,Sports,3013,39,0,7,4.1,1
6985,P418,Fashion,877,35,0,18,4.9,0
5666,P755,Beauty,3820,22,1,17,1.9,0
9048,P905,Home,890,41,0,27,3.6,0
5964,P725,Home,1186,23,0,11,1.8,0
9885,P158,Sports,921,20,1,-1,2.2,0
6344,P800,Beauty,3141,33,1,16,2.2,1
4716,P354,Electronics,180,0,0,4,4.3,0
3688,P183,Fashion,3838,38,0,24,2.7,0
6912,P160,Sports,171,8,1,27,1.5,0
4612,P365,Home,3836,46,0,16,2.3,1
6727,P824,Fashion,4147,38,0,17,2.2,0
8175,P574,Electronics,3859,22,0,15,1.6,1
2193,P741,Sports,2107,29,1,15,2.1,1
8219,P310,Home,3269,25,0,9,3.6,0
9205,P807,Electronics,3636,38,0,5,1.7,1
2517,P898,Sports,3812,8,0,29,2.5,1
6498,P165,Beauty,1625,44,0,29,4.5,0
3589,P108,Home,4530,22,0,26,5.0,0
9695,P279,Home,2832,14,1,5,2.5,0
4604,P910,Home,645,18,1,21,2.2,1
9677,P909,Sports,557,28,0,19,4.4,0
7831,P404,Beauty,4497,7,1,26,2.8,0
8456,P485,Electronics,397,48,0,1,2.4,1
2414,P120,Home,752,26,0,2,2.1,0
3335,P710,Beauty,1738,31,0,15,3.0,0
6107,P989,Beauty,2364,10,0,27,2.7,0
1960,P368,Sports,3581,11,1,8,1.7,1
3723,P463,Electronics,221,19,0,1,3.7,0
8275,P207,Sports,1672,27,1,23,2.4,0
5614,P975,Beauty,778,20,0,5,3.0,1
2040,P198,Sports,2719,15,1,6,4.8,0
6692,P247,Beauty,1290,30,0,28,2.3,1
2006,P783,Electronics,936,31,0,22,4.5,0
8689,P741,Home,1230,3,1,-1,1.4,0
5620,P307,Home,797,13,1,28,2.6,1
1200,P564,Beauty,3869,32,1,27,4.4,0
7630,P323,Electronics,775,3,0,21,4.8,0
9201,P253,Sports,2770,3,1,17,1.5,1
4594,P426,Beauty,4726,12,0,7,4.0,0
7276,P866,Home,518,20,0,23,1.7,1
5598,P127,Home,3856,33,1,3,4.2,0
4045,P613,Fashion,4258,1,1,15,1.7,0
9204,P166,Home,3289,31,0,5,4.6,1
8230,P492,Fashion,522,32,1,10,4.5,1
5987,P374,Electronics,2247,8,0,2,4.3,1
3834,P645,Electronics,1755,49,1,11,1.1,1
8810,P880,Beauty,4726,22,1,20,3.3,1
6287,P515,Electronics,102,25,0,22,1.9,1
1329,P613,Electronics,3031,39,1,20,4.1,0
8750,P935,Beauty,1002,14,0,6,1.3,1
7797,P340,Electronics,307,12,1,0,3.6,0
4577,P335,Fashion,4031,12,0,11,4.6,0
2313,P406,Electronics,537,45,1,9,2.7,1
1227,P594,Sports,999,13,0,28,3.7,0
5379,P587,Electronics,572,48,0,5,1.6,1
5388,P202,Electronics,4884,36,1,29,1.5,1
3622,P829,Sports,1537,39,0,3,4.5,1
6704,P147,Fashion,3274,9,0,22,1.8,1
6218,P759,Fashion,4232,16,0,0,3.9,0
8557,P358,Fashion,2678,21,0,4,3.2,1
6889,P484,Fashion,2131,46,0,19,3.5,0
1326,P964,Home,1055,3,1,25,3.9,0
6412,P247,Beauty,500,18,1,9,3.6,1
4791,P209,Home,1544,47,0,-1,1.9,0
3179,P120,Beauty,4945,35,0,-1,2.7,1
7425,P822,Beauty,3983,48,1,26,4.2,0
9154,P552,Fashion,2095,47,0,-1,2.7,0
8795,P796,Beauty,2420,39,1,24,3.1,1
9324,P429,Beauty,4406,49,0,5,5.0,1
8290,P430,Beauty,3315,13,1,11,2.2,1
5539,P649,Fashion,3596,0,1,11,3.7,1
8784,P961,Sports,2107,46,1,9,1.3,0
5883,P394,Fashion,3011,12,0,3,3.9,0
4984,P568,Home,4840,25,1,18,3.6,1
4844,P216,Home,2749,11,1,23,1.9,0
3012,P438,Electronics,1129,38,0,24,4.2,0
2721,P186,Beauty,3168,26,0,23,4.4,1
6026,P730,Home,3769,38,0,23,3.2,1
7119,P356,Home,4854,27,1,3,4.3,0
4560,P194,Beauty,1262,2,1,14,4.8,0
9168,P835,Home,3869,10,0,16,4.5,0
3438,P378,Fashion,3447,15,0,-1,1.1,0
7015,P976,Home,3990,45,1,17,3.9,0
6719,P220,Sports,4151,36,0,4,2.5,0
9759,P502,Sports,1381,1,1,3,1.0,0
9945,P359,Home,4803,44,0,-1,1.9,1
2974,P271,Beauty,2804,14,0,25,2.5,0
9788,P804,Beauty,3064,11,1,6,1.5,1
5934,P485,Electronics,2506,39,1,15,2.6,0
2778,P268,Beauty,4145,20,0,17,4.7,1
8534,P991,Sports,2578,11,1,14,4.8,1
5693,P594,Sports,3434,18,0,14,2.6,0
4576,P409,Fashion,1830,42,1,1,4.2,0
3291,P329,Sports,396,47,0,3,2.0,1
7625,P516,Home,4004,48,1,3,2.6,0
6966,P249,Electronics,100,5,0,28,1.0,1
4694,P564,Fashion,4867,20,0,29,3.3,1
3211,P749,Sports,314,27,0,10,4.8,1
8015,P200,Beauty,2148,22,1,1,1.0,1
2732,P452,Beauty,376,5,1,12,2.8,1
3150,P842,Home,3364,39,0,28,2.0,0
7561,P423,Beauty,4538,17,0,15,2.4,1
8054,P559,Sports,3868,12,1,15,4.7,1
5207,P156,Electronics,2131,25,1,25,4.9,0
7594,P373,Home,3927,19,1,0,3.6,1
8077,P900,Beauty,3482,45,1,18,3.4,1
6072,P686,Beauty,3051,5,1,10,3.4,0
8992,P265,Electronics,3006,35,0,25,4.8,0
9298,P102,Home,2243,42,0,3,1.1,0
1938,P255,Beauty,1624,42,1,9,1.9,0
1969,P855,Electronics,870,29,1,16,2.2,1
5635,P631,Electronics,3145,33,1,6,3.8,0
2013,P310,Fashion,4657,18,0,13,1.5,0
8970,P989,Home,4086,23,1,11,3.8,1
5210,P918,Sports,1381,40,0,24,4.9,1
8469,P650,Sports,3474,45,1,9,2.4,1
7860,P768,Electronics,3482,44,1,25,4.1,0
4359,P867,Beauty,675,22,0,10,1.9,0
1218,P232,Sports,3357,0,1,17,2.0,0
6419,P924,Beauty,1262,19,1,4,1.6,1
1414,P928,Electronics,3417,42,0,1,3.8,1
1960,P116,Home,2228,14,1,22,3.0,1
2422,P580,Fashion,3264,0,0,0,4.3,1
7351,P857,Sports,4298,32,1,13,2.2,1
5858,P904,Home,1559,20,1,10,4.4,1
2545,P534,Sports,3258,22,0,12,1.9,0
3878,P683,Beauty,4395,45,1,7,3.0,0
8425,P149,Beauty,3450,13,0,25,1.7,0
2635,P679,Electronics,3616,6,1,23,4.1,1
3460,P151,Electronics,1769,18,0,24,2.3,1
7766,P224,Electronics,2862,43,0,15,2.6,0
1117,P132,Fashion,2449,13,1,-1,2.8,0
1928,P414,Fashion,796,48,1,1,2.4,1
1751,P622,Sports,4366,29,1,11,4.6,1
3109,P657,Sports,464,27,1,12,5.0,1
8470,P525,Sports,4962,26,1,2,3.2,1
4879,P395,Beauty,3950,37,1,21,2.4,1
1577,P784,Beauty,1104,18,0,17,1.5,1
1622,P846,Home,1650,7,1,4,2.0,1
1640,P961,Beauty,2515,8,1,6,3.4,1
9869,P325,Fashion,3280,49,1,13,3.4,1
4222,P237,Beauty,3482,1,0,2,4.2,0
7534,P290,Electronics,4485,13,0,12,2.8,1
4456,P828,Home,2312,23,1,0,2.3,1
1358,P147,Sports,4502,48,1,7,4.2,1
8024,P893,Home,3250,41,0,10,3.1,1
5800,P996,Home,427,26,0,17,4.3,0
6250,P949,Beauty,1058,31,1,8,3.1,0
1167,P753,Electronics,1304,1,1,5,4.6,1
5345,P750,Fashion,896,5,1,21,3.5,1
3090,P188,Electronics,2547,45,0,6,3.8,1
5306,P645,Home,4137,6,1,6,1.6,0
3885,P727,Home,1181,23,1,15,3.9,0
8233,P334,Fashion,3034,47,1,28,2.0,1
3436,P696,Home,2842,26,0,4,4.7,1
5954,P576,Electronics,4434,7,1,24,3.6,1
9732,P492,Sports,4431,10,0,1,4.9,0
3681,P278,Home,3060,39,0,15,4.6,1
9542,P941,Home,3555,23,1,7,2.1,0
3390,P289,Electronics,592,3,1,3,1.6,0
6424,P400,Beauty,3383,40,1,17,2.4,0
